name,address,lat,lon,ElecDayVotes,EarlyVotes,BallotsCast,WaitTimeHr
Cal State University Los Angeles,5151 State University Dr Los Angeles CA 90032,34.06204,-118.17366,1290.0,421.0,1711.0,2.52
Fernangeles Elementary School,12001 Art St Sun Valley CA 91352,34.23173,-118.39503,326.0,47.0,373.0,0.85
Cal State University Northridge,18111 Nordhoff St Northridge CA 91330,34.23992,-118.52625,1081.0,351.0,1432.0,3.75
Norwalk Masonic Center,12345 Rosecrans Ave Norwalk CA 90650,33.90271,-118.06938,327.0,88.0,415.0,0.0
Calabasas Senior Center,300 Civic Center Way Calabasas CA 91302,34.15184,-118.64678,680.0,312.0,992.0,1.73
South Ranchito Dual Language Academy,5241 Passons Blvd Pico Rivera CA 90660,33.99571,-118.0812,330.0,63.0,393.0,0.45
California Heights United Methodist Church,3759 Orange Ave Long Beach CA 90807,33.82629,-118.17668,1055.0,329.0,1384.0,1.02
Fairvalley High School,758 W Grondahl St Covina CA 91722,34.10114,-117.90455,331.0,34.0,365.0,0.0
Calvary Grace Church,2520 Peck Rd Monrovia CA 91016,34.1189,-118.00315,507.0,408.0,915.0,1.2
Enterprise Park,13055 Clovis Ave Los Angeles CA 90059,33.91372,-118.25763,331.0,33.0,364.0,0.92
Cameo Woods,3648 Kalsman Dr Los Angeles CA 90016,34.02152,-118.3747,416.0,78.0,494.0,0.13
Cameron Park Community Center,1305 E Cameron Ave West Covina CA 91790,34.0619,-117.9183,860.0,239.0,1099.0,1.22
Hollywood Bowl,2301 N Highland Ave Los Angeles CA 90068,34.11274,-118.33886,335.0,146.0,481.0,1.58
Canyon Country Park,17615 Soledad Canyon Rd Canyon Country CA 91387,34.41799,-118.44069,820.0,761.0,1581.0,2.32
Leona Valley Community Building,8367 Elizabeth Lake Road Leona Valley CA 93551,34.61672,-118.27962,336.0,213.0,549.0,0.18
Carmelitos Community Center,851 E Via Carmelitos Long Beach CA 90805,33.84901,-118.18187,1042.0,263.0,1305.0,1.55
Carolyn Rosas County Park,18500 Farjardo St Rowland Heights CA 91748,33.9792,-117.90238,421.0,67.0,488.0,0.0
Fedde Middle School,21409 Elaine Ave Hawaiian Gardens CA 90716,33.8349,-118.07681,337.0,29.0,366.0,0.02
Carpenters Local Union 562,341 Wardlow Rd Long Beach CA 90807,33.81918,-118.1883,716.0,159.0,875.0,0.47
Valentine Elementary School,1650 Huntington Dr San Marino CA 91108,34.11787,-118.11625,337.0,88.0,425.0,1.07
South Whittier Comm Resource Center,10750 Laurel Ave Whittier CA 90605,33.93561,-118.04811,338.0,73.0,411.0,0.18
Carr Elementary School,3404 W 168th St Torrance CA 90504,33.87773,-118.33194,532.0,117.0,649.0,0.03
Norwalk Social Services Center,11929 Alondra Blvd Norwalk CA 90650,33.88796,-118.07894,340.0,133.0,473.0,1.15
Carson Civic Center,801 E Carson St Carson CA 90745,33.83285,-118.26134,1245.0,858.0,2103.0,1.57
Maxson Elementary School,12380 Felipe St El Monte CA 91732,34.05027,-118.02037,342.0,34.0,376.0,0.0
Carson High School,22328 S Main St Carson CA 90745,33.8238,-118.27552,848.0,98.0,946.0,1.52
Jacob's Ladder Community Fellowship Church,1152 E Hyde Park Blvd Inglewood CA 90302,33.9804,-118.3361,342.0,132.0,474.0,1.35
Carson VFW Post #10166,20820 S Vermont Ave Torrance CA 90502,33.84143,-118.28996,522.0,257.0,779.0,2.73
Monterey Vista Elementary School,901 E Graves Ave Monterey Park CA 91755,34.05565,-118.10966,343.0,78.0,421.0,0.43
Carthay School of Environmental Studies Magnet,6351 W Olympic Blvd Los Angeles CA 90048,34.05919,-118.36916,831.0,407.0,1238.0,3.53
Sunnyside Baptist Church,9317 Budlong Ave Los Angeles CA 90044,33.95137,-118.2962,344.0,234.0,578.0,0.75
Casa Panorama,14555 Osborne St Panorama City CA 91402,34.23366,-118.44971,567.0,114.0,681.0,2.12
Compton Adult School,1104 E 148th St Compton CA 90220,33.89813,-118.25481,345.0,46.0,391.0,0.02
Casa Robles Retirement Center,6355 Oak Ave Temple City CA 91780,34.11493,-118.06756,644.0,144.0,788.0,1.47
Hermosillo Park,11959 162nd St Norwalk CA 90650,33.88444,-118.07774,346.0,83.0,429.0,0.0
Castaic Middle School,28900 Hillcrest Pkwy Castaic CA 91384,34.47075,-118.64007,1193.0,268.0,1461.0,1.12
South High School,4801 Pacific Coast Hwy Torrance CA 90505,33.81205,-118.36383,347.0,75.0,422.0,0.47
Castaic Sports Complex,31320 N Castaic Rd Castaic CA 91384,34.48761,-118.61545,709.0,319.0,1028.0,1.77
Japanese American Community Center,244 S San Pedro St Los Angeles CA 90012,34.04777,-118.24193,349.0,53.0,402.0,0.33
Castlebay Lane Charter Elementary School,19010 Castlebay Ln Porter Ranch CA 91326,34.29368,-118.54751,1188.0,388.0,1576.0,0.62
Liberty Community Plaza,14181 Telegraph Rd Whittier CA 90604,33.92874,-118.02895,351.0,193.0,544.0,0.48
Catholic Kolping House,1225 S Union Ave Los Angeles CA 90015,34.04587,-118.27662,524.0,86.0,610.0,0.57
Centro Estrella,4701 Cesar Chavez Ave Los Angeles CA 90222,34.04081,-118.16433,352.0,165.0,517.0,1.98
Cathy Hensel Youth Center,236 S George Hensel Dr Montebello CA 90640,34.00816,-118.11424,634.0,65.0,699.0,1.07
West Whittier Elementary School,6411 Norwalk Blvd Whittier CA 90606,33.98688,-118.0674,353.0,45.0,398.0,0.0
Cedarcreek Elementary School,27792 Camp Plenty Rd Santa Clarita CA 91351,34.42581,-118.47593,609.0,238.0,847.0,2.43
Union Church LA,201 S New Ave Monterey Park CA 91755,34.06132,-118.10858,354.0,59.0,413.0,0.1
Cedars Assisted Living,17300 Roscoe Blvd Northridge CA 91325,34.22071,-118.51038,470.0,123.0,593.0,3.43
Pioneer High School,10800 Benavon St Whittier CA 90606,33.97132,-118.0785,356.0,32.0,388.0,0.22
Centennial High School,2606 N Central Ave Compton CA 90222,33.9153,-118.254,,,,
The Salvation Army,9644 Cedar St Bellflower CA 90706,33.87095,-118.12746,356.0,15.0,371.0,0.58
Center Street Elementary School,700 Center St El Segundo CA 90245,33.92473,-118.40461,672.0,405.0,1077.0,0.68
Centinela Bible Church,4475 W 137th St Hawthorne CA 90250,33.90824,-118.35464,711.0,77.0,788.0,1.3
Windsor Hills Elementary School,5215 Overdale Dr Los Angeles CA 90043,33.99573,-118.35569,358.0,234.0,592.0,0.95
Centinela Elementary School,1123 N Marlborough Ave Inglewood CA 90302,33.97809,-118.34654,775.0,95.0,870.0,0.37
Miyako Hotel,328 E 1st St Los Angeles CA 90012,34.04972,-118.2403,358.0,54.0,412.0,0.15
Central American Resource Center,2845 W 7th St Los Angeles CA 90005,34.06006,-118.28541,679.0,127.0,806.0,1.45
Cleveland Elementary School,524 Palisade St Pasadena CA 91103,34.17074,-118.16168,359.0,56.0,415.0,0.02
Central Park Recreation Center,1357 E 22nd St Los Angeles CA 90011,34.02096,-118.25152,486.0,98.0,584.0,3.3
The Village at Indian Hill,1460 E Holt Ave #4 Pomona CA 91767,34.0618,-117.71966,359.0,114.0,473.0,0.02
Southeast Rio Vista YMCA,4801 E 58th St Maywood CA 90270,33.98757,-118.17818,360.0,47.0,407.0,0.7
Irwindale Community Center,16102 Arrow Hwy. Irwindale CA 91706,34.10663,-117.93179,365.0,148.0,513.0,0.0
Cerritos College,11110 Alondra Blvd Norwalk CA 90650,33.88615,-118.09623,573.0,91.0,664.0,0.37
Mark Keppel Elementary School,6630 Mark Keppel St Paramount CA 90723,33.89411,-118.18043,366.0,50.0,416.0,0.63
Cesar E Chavez Park,401 Golden Ave Long Beach CA 90802,33.77169,-118.20235,388.0,188.0,576.0,2.07
Claremont Helen Renwick Library,208 Harvard Ave N Claremont CA 91711,34.09589,-117.71603,366.0,653.0,1019.0,1.72
Charles Kim Elementary School,225 S Oxford Ave Los Angeles CA 90004,34.07027,-118.30826,948.0,205.0,1153.0,1.13
Valley View Elementary School,237 Mel Canyon Rd Duarte CA 91010,34.14944,-117.94029,368.0,75.0,443.0,0.0
Charles S Farnsworth Park,568 Mount Curve Ave E Altadena CA 91001,34.20052,-118.1323,1295.0,522.0,1817.0,1.25
Richardson Middle School,23751 Nancy Lee Ln Torrance CA 90505,33.81056,-118.36719,370.0,72.0,442.0,0.12
Cheremoya Avenue Elementary School,6017 Franklin Ave Los Angeles CA 90028,34.10565,-118.32067,1217.0,740.0,1957.0,3.02
Miguel Contreras Learning Complex,322 Lucas Ave Los Angeles CA 90017,34.0578,-118.26111,371.0,51.0,422.0,0.08
Chester W Nimitz Middle School,6021 Carmelita Ave Huntington Park CA 90255,33.9859,-118.19719,480.0,88.0,568.0,1.17
Gratts Elementary School,309 Lucas Ave Los Angeles CA 90017,34.05834,-118.2625,372.0,55.0,427.0,0.65
Chet Holifield Park,1060 S Greenwood Ave Montebello CA 90640,33.99329,-118.12009,443.0,30.0,473.0,0.8
St Cross Episcopal Church,1818 Monterey Blvd Hermosa Beach CA 90254,33.86696,-118.39929,373.0,251.0,624.0,0.15
Chevy Chase Branch Library,3301 E Chevy Chase Dr Glendale CA 91206,34.17382,-118.20007,804.0,270.0,1074.0,0.02
Second AME Church,5500 S Hoover St Los Angeles CA 90037,33.99206,-118.2869,374.0,139.0,513.0,2.05
Chevy Chase Recreation Center,4165 Chevy Chase Dr Los Angeles CA 90039,34.1338,-118.26723,711.0,213.0,924.0,1.65
El Monte Station (LA Metro),3501 Santa Anita Ave Los Angeles CA 91731,34.07223,-118.0439,376.0,168.0,544.0,0.0
Westchester Senior Citizen Center,8740 Lincoln Blvd Los Angeles CA 90045,33.95862,-118.41736,376.0,1080.0,1456.0,5.1
Christ Temple Church,3125 W 54th St Los Angeles CA 90043,33.99334,-118.32789,773.0,161.0,934.0,0.38
Iglesia De Betsaida,6625 Ajax Ave Bell Gardens CA 90201,33.97199,-118.16295,377.0,123.0,500.0,0.98
Christ the Good Shepherd Church,3303 W Vernon Ave Los Angeles CA 90008,34.0042,-118.32962,827.0,147.0,974.0,0.73
Wayside Christian Church,44219 10th St W Lancaster CA 93534,34.68642,-118.148,377.0,176.0,553.0,1.35
Christian Life Assembly,3250 E Lancaster Blvd Lancaster CA 93535,34.69669,-118.07116,577.0,260.0,837.0,2.6
Christian Life Church,3400 Pacific Ave Long Beach CA 90807,33.81939,-118.19336,757.0,125.0,882.0,0.75
Kranz Middle School,12460 Fineview St El Monte CA 91732,34.04514,-118.02411,380.0,57.0,437.0,0.0
Church of the Epiphany,2808 Altura Los Angeles CA 90031,34.07526,-118.21287,542.0,42.0,584.0,0.52
Union Avenue Elementary School,150 S Burlington Ave Los Angeles CA 90057,34.06247,-118.26729,380.0,50.0,430.0,0.7
Cienega Elementary School,2611 S Orange Dr Los Angeles CA 90016,34.03196,-118.3537,604.0,99.0,703.0,0.77
Immanuel Episcopal Church,4366 Santa Anita Ave El Monte CA 91731,34.08548,-118.02903,381.0,60.0,441.0,0.2
Cimarron Avenue Elementary School,11559 Cimarron Ave Hawthorne CA 90250,33.92906,-118.31597,748.0,129.0,877.0,1.95
Maywood Church of the Nazarene,4756 E Slauson Ave Maywood CA 90270,33.98624,-118.17937,382.0,58.0,440.0,1.43
Citadel Outlets,100 Citadel Dr Commerce CA 90040,34.00634,-118.15295,383.0,73.0,456.0,0.32
Hubbard Street Elementary School,13325 Hubbard St Sylmar CA 91342,34.3141,-118.42447,383.0,105.0,488.0,1.2
Citrus Valley Association of Realtors,504 E Route 66 Glendora CA 91740,34.12821,-117.85775,627.0,110.0,737.0,0.77
City of Walnut Senior Center,21215 La Puente Rd Walnut CA 91789,34.02675,-117.84163,635.0,347.0,982.0,2.12
Hidden Hills City Hall,6165 Spring Valley Road Hidden Hills CA 91302,34.1718,-118.65884,383.0,108.0,491.0,0.62
Osceola Street Elementary School Auditorium,14940 Osceola St Sylmar CA 91342,34.29039,-118.45597,385.0,50.0,435.0,0.0
Clara Street Park,4835 Clara St Cudahy CA 90201,33.96582,-118.18106,584.0,103.0,687.0,1.0
Willow Elementary School,11733 205th St Lakewood CA 90715,33.84447,-118.08308,385.0,68.0,453.0,0.03
Claremont Cntr for Spiritual Living,509 S College Ave Claremont CA 91711,34.08627,-117.71576,536.0,67.0,603.0,0.53
Yukon Elementary School,17815 Yukon Ave Torrance CA 90504,33.8686,-118.33619,385.0,93.0,478.0,0.47
Newhall Park,24923 Newhall Ave Santa Clarita CA 91321,34.3871,-118.53887,385.0,42.0,427.0,0.52
Claremont Joslyn Senior Center,660 N Mountain Ave Claremont CA 91711,34.09954,-117.72854,534.0,290.0,824.0,2.3
Felicitas & Gonzalo Mendez High School,1200 Plaza Del Sol E Los Angeles CA 90033,34.04852,-118.22703,386.0,20.0,406.0,1.33
Clark Building,861 Valley Dr Hermosa Beach CA 90254,33.86101,-118.39483,1236.0,543.0,1779.0,0.42
Dana Middle School,5504 W 135th St Hawthorne CA 90250,33.90879,-118.37653,387.0,304.0,691.0,1.15
Claude Pepper Senior Citizen Center,1762 S La Cienega Blvd Los Angeles CA 90035,34.0452,-118.37626,655.0,838.0,1493.0,6.25
Toberman Recreation Center,1725 Toberman St Los Angeles CA 90015,34.03921,-118.27884,387.0,53.0,440.0,1.57
Cochran Avenue Baptist Church,1304 S Cochran Ave Los Angeles CA 90019,34.05067,-118.35129,939.0,396.0,1335.0,2.73
San Gabriel Valley Services Center,1441 Santa Anita Ave South El Monte CA 91733,34.04516,-118.04555,388.0,100.0,488.0,0.57
Coeur D'Alene Avenue Elementary,810 Coeur D Alene Ave Venice CA 90291,33.98939,-118.45341,879.0,214.0,1093.0,0.6
Oakmont Elementary School,120 W Green St Claremont CA 91711,34.09164,-117.71586,390.0,81.0,471.0,0.75
Col Leon H Washington Park,8908 S Maie Ave Los Angeles CA 90002,33.95605,-118.24396,685.0,85.0,770.0,0.77
Norwalk Arts & Sports Complex,13000 Clarkdale Ave Norwalk CA 90650,33.91029,-118.07249,390.0,104.0,494.0,0.82
College Estates Park,808 Stevely Ave Long Beach CA 90815,33.77653,-118.09867,406.0,131.0,537.0,0.7
University of Southern California,3607 Trousdale Parkway Los Angeles CA 90089,34.01999,-118.2858,392.0,170.0,562.0,2.55
College of the Canyons,26455 Rockwell Canyon Rd Santa Clarita CA 91355,34.40438,-118.57059,479.0,378.0,857.0,1.75
Harvard Elementary School,330 N Harvard Blvd Los Angeles CA 90004,34.0772,-118.30423,393.0,81.0,474.0,2.43
Imperial Carson Mobile Estates,21111 Dolores St Carson CA 90745,33.83744,-118.27321,393.0,59.0,452.0,1.52
Columbus Elementary School,425 Milford St Glendale CA 91203,34.15339,-118.26246,856.0,200.0,1056.0,0.53
Moose Lodge 1780,514 W Imperial Ave El Segundo CA 90245,33.93056,-118.42165,395.0,119.0,514.0,0.4
Columbus Middle School,22250 Elkwood St Canoga Park CA 91304,34.21175,-118.61111,948.0,459.0,1407.0,4.72
Commerce Senior Citizens Center,2555 Commerce Way Commerce CA 90040,34.00027,-118.15592,588.0,240.0,828.0,2.13
Florence Avenue Foursquare Church,11457 Florence Ave Santa Fe Springs CA 90670,33.9357,-118.08835,400.0,94.0,494.0,0.4
Community Church of Los Angeles,10611 S Hoover St Los Angeles CA 90044,33.9395,-118.28728,790.0,137.0,927.0,0.78
Pamela County Park,2236 Goodall Ave Duarte CA 91010,34.12371,-117.99386,402.0,47.0,449.0,0.65
Twin Lakes Elementary School,3900 Gilman Rd El Monte CA 91732,34.07089,-118.00479,403.0,70.0,473.0,0.0
Compton College,1111 E Artesia Blvd Compton CA 90221,33.87742,-118.20981,458.0,150.0,608.0,0.23
O'Melveny Elementary School,728 Woodworth St San Fernando CA 91340,34.27494,-118.44566,403.0,75.0,478.0,0.45
Compton High School,601 S Acacia Ave Compton CA 90220,33.89094,-118.22708,484.0,37.0,521.0,0.32
Jeff Seymour Family Center (Mulhall Elementary),10900 Mulhall St El Monte CA 91731,34.08888,-118.02884,406.0,68.0,474.0,0.22
Vine Elementary School,1901 E Vine Ave West Covina CA 91791,34.05798,-117.90518,406.0,102.0,508.0,0.27
Compton Neighborhood Center,600 N Alameda St Compton CA 90221,33.90023,-118.22014,586.0,52.0,638.0,0.27
Cornerstone School at Pedregal,6069 Groveoak Pl Rancho Palos Verdes CA 90275,33.78737,-118.38432,690.0,212.0,902.0,0.85
Orange Grove Elementary School,10626 Orange Grove Ave Whittier CA 90601,33.99683,-118.06048,406.0,75.0,481.0,0.07
Sanatan Dharma Temple,15311 Pioneer Blvd Norwalk CA 90650,33.89206,-118.08328,407.0,120.0,527.0,0.23
Cortez Park Comm & Senior Center,2501 E Cortez St West Covina CA 91791,34.06495,-117.89149,962.0,249.0,1211.0,0.73
Magee Elementary School,8200 Serapis Ave Pico Rivera CA 90660,33.96497,-118.10272,407.0,52.0,459.0,0.58
Covenant Manor,600 E 4th St Long Beach CA 90802,33.77141,-118.18463,577.0,191.0,768.0,3.33
Kelly Park,2319 E Caldwell St Compton CA 90221,33.88526,-118.19678,408.0,95.0,503.0,0.12
Covina Senior & Community Center,815 N Barranca Ave Covina CA 91723,34.09416,-117.88246,947.0,271.0,1218.0,0.55
Paddison Elementary School,12100 Crewe St Norwalk CA 90650,33.92043,-118.0754,409.0,52.0,461.0,1.73
Covina Woman's Club,128 S San Jose Ave Covina CA 91723,34.08528,-117.88302,919.0,487.0,1406.0,1.18
Cowan Avenue Elementary School,7615 Cowan Ave Los Angeles CA 90045,33.97265,-118.40543,922.0,514.0,1436.0,2.3
Palmdale Masonic Lodge,2231 E Ave Q Palmdale CA 93550,34.58796,-118.0884,412.0,52.0,464.0,0.98
Crenshaw United Methodist Church,3740 Don Felipe Drive Los Angeles CA 90008,34.00697,-118.34094,924.0,404.0,1328.0,1.62
Riviera United Methodist Church,375 Palos Verdes Blvd Redondo Beach CA 90277,33.81204,-118.38733,412.0,122.0,534.0,0.13
Crowell Public Library,1890 Huntington Dr San Marino CA 91108,34.11901,-118.11269,932.0,555.0,1487.0,1.62
Sierra Vista Middle School,15801 Sierra Vista Ct La Puente CA 91744,34.03128,-117.9469,413.0,42.0,455.0,0.67
Cudahy City Hall,5220 Santa Ana St Cudahy CA 90201,33.95937,-118.17468,486.0,49.0,535.0,0.02
Jefferson Middle School,21717 Talisman St Torrance CA 90503,33.83189,-118.35801,413.0,163.0,576.0,0.0
Cypress Elementary School,351 Cypress St Covina CA 91723,34.09697,-117.89583,710.0,137.0,847.0,0.1
La Mirada City Hall,13700 La Mirada Blvd La Mirada CA 90638,33.90635,-118.01102,415.0,190.0,605.0,1.88
Cyrus J Morris Elementary School,19875 E Calle Baja Dr Walnut CA 91789,34.01233,-117.86786,512.0,82.0,594.0,0.0
Northminster Presbyterian Church,400 Rancheria Rd Diamond Bar CA 91765,34.02121,-117.80552,415.0,69.0,484.0,0.0
Ladera Linda Community Center,32201 Forrestal Dr Rancho Palos Verdes CA 90275,33.73788,-118.34871,416.0,107.0,523.0,0.0
Daniel Webster Middle School,11330 Graham Pl Los Angeles CA 90064,34.02987,-118.43476,1119.0,435.0,1554.0,3.77
David M Gonzales Recreation Center,10943 Herrick Ave Pacoima CA 91331,34.26927,-118.41316,559.0,101.0,660.0,1.68
Los Nietos Middle School,11425 Rivera Rd Los Nietos CA 90606,33.96433,-118.07454,417.0,68.0,485.0,0.08
Dearborn Elementary Charter Academy,9240 Wish Ave Northridge CA 91325,34.23864,-118.50815,923.0,380.0,1303.0,1.42
Palos Verdes High School,600 Cloyden Rd Palos Verdes Estates CA 90274,33.77882,-118.41944,417.0,207.0,624.0,0.0
Del Amo Elementary School,21228 Water St Carson CA 90745,33.83771,-118.2402,501.0,60.0,561.0,0.27
Walton Middle School,900 W Greenleaf Blvd Compton CA 90220,33.88068,-118.23818,417.0,44.0,461.0,0.8
Denker Elementary School,1620 W 162nd St Gardena CA 90247,33.88289,-118.30551,435.0,86.0,521.0,1.02
Wilmington Recreation Center,325 N Neptune Ave Wilmington CA 90744,33.77336,-118.26883,418.0,45.0,463.0,1.5
Desert Willow Middle School,36555 Sunny Ln Palmdale CA 93550,34.546,-118.0814,702.0,112.0,814.0,2.33
Marina Del Rey Middle School,12500 Braddock Dr Los Angeles CA 90066,33.98738,-118.42227,419.0,254.0,673.0,2.15
Dewey Avenue Elementary School,525 Dewey Ave San Gabriel CA 91776,34.07765,-118.09329,481.0,53.0,534.0,0.75
Gardena Mayme Dear Library,1731 W Gardena Blvd Gardena CA 90247,33.88218,-118.30752,422.0,256.0,678.0,0.8
Diamond Bar Center,1600 Grand Ave Diamond Bar CA 91765,33.99867,-117.79771,,,,
Northeast Mental Health Center,3303 N Broadway Los Angeles CA 90031,34.07411,-118.20631,422.0,129.0,551.0,0.58
Diamond Bar City Hall,21810 Copley Dr Diamond Bar CA 91765,33.99918,-117.83053,710.0,175.0,885.0,0.6
Rose Hills Recreation Center,4530 Mercury Ave Los Angeles CA 90032,34.0857,-118.18993,425.0,70.0,495.0,1.52
Diamond Point Elementary School,24150 Sunset Crossing Rd Diamond Bar CA 91765,34.03259,-117.79793,,,,
Montebello Gardens Elementary School,4700 Pine St Pico Rivera CA 90660,34.009,-118.08964,427.0,44.0,471.0,0.08
Liggett Street Elementary School,9373 Moonbeam Ave Panorama City CA 91402,34.24081,-118.44605,428.0,117.0,545.0,1.68
Dibble Adult School,1600 Pontenova Ave Hacienda Heights CA 91745,34.00115,-117.96156,717.0,135.0,852.0,1.42
Disabled American Veterans Hall,6543 Corbin Ave Woodland Hills CA 91367,34.18999,-118.56416,1660.0,1405.0,3065.0,1.57
New Horizon School,651 N Orange Grove Blvd Pasadena CA 91103,34.15521,-118.15643,431.0,119.0,550.0,1.43
Dockweiler Youth Center,12505 Vista Del Mar Playa Del Rey CA 90293,33.9224,-118.43188,697.0,310.0,1007.0,0.55
Evergreen Recreation Center,2844 E 2nd St Los Angeles CA 90033,34.03899,-118.20483,431.0,263.0,694.0,1.25
Lancaster City Hall,44933 Fern Ave Lancaster CA 93534,34.69889,-118.14527,432.0,101.0,533.0,0.57
Dominguez Community Center,21156 Santa Fe Ave Carson CA 90810,33.83682,-118.21472,485.0,88.0,573.0,1.43
George Washington Carver Park,1400 E 118th St Los Angeles CA 90059,33.92577,-118.2499,433.0,62.0,495.0,1.08
Don Julian Elementary School,13855 Don Julian Rd La Puente CA 91746,34.03842,-117.99224,567.0,107.0,674.0,0.48
Emerson Elementary School,720 E Cypress Ave Burbank CA 91501,34.19044,-118.3067,433.0,171.0,604.0,1.75
Iglesia Bautista Una Iglesia Familiar,101 South Gage Ave Los Angeles CA 90063,34.0358,-118.18479,433.0,96.0,529.0,1.98
Dorris Place Elementary School,2225 Dorris Pl Los Angeles CA 90031,34.09127,-118.23864,479.0,68.0,547.0,0.52
South Whittier School District,11200 Telechron Whittier CA 90605,33.92942,-118.03906,434.0,52.0,486.0,0.4
Downey Community & Senior Center,7810 Quill Dr Downey CA 90242,33.92825,-118.1541,922.0,344.0,1266.0,1.68
Sorenson Library,6934 Broadway Whittier CA 90606,33.9795,-118.06238,434.0,213.0,647.0,0.78
Downey Elks Lodge #2020,11233 Woodruff Ave Downey CA 90241,33.93146,-118.11817,984.0,132.0,1116.0,1.1
Downey United Methodist Church,10801 Downey Ave Downey CA 90241,33.94354,-118.13099,1139.0,223.0,1362.0,2.28
Orchard Dale Elementary School,10625 Cole Rd Whittier CA 90604,33.93635,-118.00751,435.0,37.0,472.0,0.93
Drake Park,951 Maine Ave Long Beach CA 90813,33.77822,-118.20138,474.0,59.0,533.0,0.08
South Whittier Public Library,11543 Colima Rd Whittier CA 90604,33.92549,-118.02456,438.0,89.0,527.0,0.62
Duarte City Hall,1600 Huntington Dr Duarte CA 91010,34.13931,-117.9719,632.0,179.0,811.0,0.05
East LA Boys & Girls Club,324 N Mcdonnell Ave Los Angeles CA 90022,34.03945,-118.16688,438.0,44.0,482.0,0.1
Dunsmore Elementary School,4717 Dunsmore Ave Glendale CA 91214,34.2391,-118.25782,1023.0,296.0,1319.0,0.15
Red Hen Press,1540 Lincoln Ave Pasadena CA 91103,34.17272,-118.15922,438.0,71.0,509.0,0.43
E Whittier United Methodist Church,10005 Cole Rd Whittier CA 90603,33.94635,-118.00585,1223.0,384.0,1607.0,0.58
Hoover Recreation Center,1010 W 25th St Los Angeles CA 90007,34.03281,-118.28331,438.0,63.0,501.0,3.05
Eagle Rock Plaza,2700 Colorado Blvd Los Angeles CA 90041,34.14092,-118.22507,1071.0,532.0,1603.0,1.67
Grace T Black Auditorium,3130 Tyler Ave El Monte CA 91731,34.06559,-118.03535,441.0,248.0,689.0,0.0
Eagle Rock Recreation Center,1100 Eagle Vista Dr Los Angeles CA 90041,34.14266,-118.18918,638.0,309.0,947.0,1.42
Watts Labor Community Action Committee,10950 S Central Ave Los Angeles CA 90059,33.93606,-118.25303,443.0,142.0,585.0,0.03
East LA College,1301 Cesar Chavez Ave Monterey Park CA 91754,34.04107,-118.15093,960.0,310.0,1270.0,1.42
LA County Fire Department,1061 S Grand Ave Diamond Bar CA 91765,34.00611,-117.82193,443.0,385.0,828.0,1.32
East LA Service Center,133 N Sunol Dr Los Angeles CA 90063,34.03715,-118.1793,456.0,119.0,575.0,2.47
La Mirada Library,13800 La Mirada Blvd La Mirada CA 90638,33.9058,-118.01096,444.0,476.0,920.0,2.32
East Los Angeles Library,4837 E 3rd St Los Angeles CA 90022,34.03399,-118.15972,482.0,289.0,771.0,1.63
Rivera Library,7828 Serapis Ave Pico Rivera CA 90660,33.96897,-118.10107,445.0,186.0,631.0,1.63
East Rancho Dominguez Park,15116 S Atlantic Ave Compton CA 90221,33.8955,-118.19264,521.0,57.0,578.0,0.15
East Valley Center - LA Animal Shelter,14409 Vanowen St Van Nuys CA 91405,34.19438,-118.44623,804.0,194.0,998.0,2.28
St Elmo Village,4830 St Elmo Dr Los Angeles CA 90019,34.04312,-118.34306,448.0,243.0,691.0,2.02
East Whittier Christian Church,9951 Mills Ave Whittier CA 90604,33.94339,-118.02755,583.0,86.0,669.0,1.73
Faithful Central Bible Church,333 W Florence Ave Inglewood CA 90301,33.96577,-118.36131,448.0,462.0,910.0,2.12
Eastmont Intermediate School,400 Bradshawe St Montebello CA 90640,34.02278,-118.14008,519.0,183.0,702.0,3.45
Torch Middle School,751 Vineland Ave City of Industry CA 91746,34.05728,-117.98425,453.0,44.0,497.0,0.0
Eaton Canyon Nature Center,1750 N Altadena Dr Pasadena CA 91107,34.17712,-118.09675,730.0,427.0,1157.0,2.53
Nueva Maravilla Housing Community,4919 E Cesar E Chavez Ave Los Angeles CA 90022,34.04129,-118.1591,454.0,165.0,619.0,0.7
Echo Park Recreation Center,1632 Bellevue Ave Los Angeles CA 90026,34.06977,-118.26008,611.0,625.0,1236.0,3.25
San Fernando Library,217 N Maclay Ave San Fernando CA 91340,34.28562,-118.4386,455.0,369.0,824.0,1.82
Edgewood Academy Elementary School,14135 Fairgrove Ave La Puente CA 91746,34.05623,-117.96646,499.0,66.0,565.0,0.6
Edison Elementary School,2110 W Chestnut St Burbank CA 91506,34.17815,-118.33412,784.0,372.0,1156.0,2.93
LA Trade Tech College,400 W Washington Blvd Los Angeles CA 90015,34.03255,-118.26975,456.0,73.0,529.0,1.55
Edison Language Academy,2402 Virginia Ave Santa Monica CA 90404,34.02388,-118.46555,,,,
Mar Vista Gardens Recreation Center,4901 Marionwood Dr Culver City CA 90230,33.99336,-118.40967,457.0,68.0,525.0,0.88
El Camino Community College,16007 Crenshaw Blvd Torrance CA 90506,33.88464,-118.33048,765.0,100.0,865.0,0.43
El Camino High School,14625 Keese Dr Whittier CA 90604,33.92043,-118.01916,,,,
New Horizon Church/Reseda foursquare,8055 Reseda Blvd Reseda CA 91335,34.21713,-118.53647,457.0,339.0,796.0,3.13
